,0,1,2
1840,ومنهم#3 من#3 جاء#3 يعكز#4 على#3 عصا#3 مذهبة#3,2,2.1
1841,حاملا#3 في#3 خرجه#5 لوح#3 شريعته#3 المقدسة#3,2,2.1
1842,ثم#3 جلسوا#3 جميعهم#3 حول#3 مائدة#3 جميلة#3 مزينة#3 على#3 طرز#5 بشري#3 فيه#3 كل#3 أنواع#3 الفخفخة#5,2,2.1
1843,ويزيد#3 رونقها#4 أنواع#3 الزهور#3 المنثورة#4 حولها#3,2,2.1
1844,وحول#3 الصحون#3 المملوءة#3 من#3 الطعام#3 على#3 اختلاف#3 ألوانه#3,2,2.1
1845,واللحوم#3 والأسماك#3 على#3 تعدد#3 أجناسها#3,2,2.1
1846,والخضر#3 على#3 تنوع#3 أصنافها#3,2,2.1
1847,وكلها#3 مخلوطة#3 ببعضها#3 خلطا#3 حماريا#5,2,2.1
1848,وعلى#3 وجهها#3 غطاء#3 أبيض#3 مصنوع#3 من#3 البرشان#5,2,2.1
1849,أما#3 أصناف#3 الخمر#3 والمشروبات#3 فحدث#3 عنها#3 ولا#3 حرج#4,2,2.1
1850,فبراميل#3 الجعة#4 كانت#3 في#3 ذلك#3 المساء#3 بعدد#3 الضيوف#3,2,2.1
1851,وكل#3 واحد#3 جلس#3 وبرميله#3 إلى#3 جانبه#3,2,2.1
1852,وأمامه#3 إناء#3 كبير#3 من#3 الفخار#3,2,2.1
1853,كلوا#3 واشربوا#3 وتهللوا#5 فغدا#3 تموتون#3,2,2.1
1854,وبعد#3 أن#3 جلس#3 الكل#3 حول#3 معالفهم#5,2,2.1
1855,وزالت#3 الضوضاء#3,2,2.1
1856,وساد#4 النظام#3 نهض#3 صاحب#3 الدعوة#3 ورفع#3 رأسه#3 ويديه#3 نحو#4 السماء#3,2,2.1
1857,وخاطب#3 الأسد#3 القدير#4 خاشعا#3 متوسلا#5 فقال#3 نشكرك#3 يا#3 رب#3 على#3 غزير#3 نعمك#3 وآلائك#3,2,2.1
1858,ونتضرع#4 إليك#3 بصوت#3 خاشع#3 كي#3 تشمل#3 بنظرك#3 الإلهي#3 جميع#3 المؤمنين#3 من#3 أبنائك#3 لا#3 تحول#4 عنا#3 إلهامك#4 الهادي#4 إلى#3 الرشاد#4,2,2.1
1859,ولا#3 تتخل#3 عن#3 المطيعين#3 لنا#3 ولك#3 من#3 العباد#3,2,2.1
1860,انصرنا#4 يا#3 رب#3 على#3 القوات#3 الشيطانية#4 التي#3 ظهرت#3 في#3 هذه#3 الأيام#3 الأخيرة#3,2,2.1
1861,واسحق#3 أعداءنا#3 وأعداءك#3 أهل#3 التمدن#4 الحديث#3,2,2.1
1862,وذوي#4 النفوس#3 الحقيرة#3,2,2.1
1863,كن#3 لنا#3 يا#3 رب#3 معينا#3,2,2.1
1864,واصرف#3 عنا#3 غضبك#3,2,2.1
1865,وارمقنا#4 بحلمك#4,2,2.1
1866,وشدد#4 عزمنا#4,2,2.1
1867,وثبتنا#3 في#3 مسالك#4 الصلاح#3 وطرق#3 الهداية#4,2,2.1
1868,آمين#3,2,2.1
1869,وبعد#3 أن#3 فرغ#3 الحصان#3 من#3 صلواته#3 هذه#3 رفع#3 حافره#4 الأيمن#4,2,2.1
1870,وقسم#3 به#3 الهواء#3 إلى#3 أربعة#3 أقسام#3 راسما#5 بذلك#3 رسم#3 صليب#3 كبير#3,2,2.1
1871,ثم#3 جلس#3 على#3 برميله#3 بإزاء#4 المعلف#5,2,2.1
1872,ودعا#3 ضيوفه#3 إلى#3 الأكل#3 والشرب#3 والانشراح#3,2,2.1
1873,كلوا#3 واشربوا#3 وتهللوا#5 فغدا#3 تموتون#3,2,2.1
1874,أحد#3 البغال#3,2,2.1
1876,فلتحيا#4 الفلسفة#4 الأبكورية#3,2,2.1
1877,صلى#3 الأسد#3 على#3 أبيكاريوس#3 وسلم#3,2,2.1
1878,الحصان#3,2,2.1
1880,لا#3 تستحوا#5 أيها#3 الإخوة#3 المحترمون#3,2,2.1
1881,الإسطبل#4 إسطبلكم#4,2,2.1
1882,ولا#3 تظنوا#3 أنكم#3 في#3 بيت#3 عدوكم#3,2,2.1
1883,فكلنا#3 نذكر#3 أن#3 الأسد#3 له#3 المجد#3 دخل#3 ما#3 بين#3 أعدائه#3,2,2.1
1884,أما#3 الفرق#3 بينه#3 وبينكم#3 هو#3 أن#3 الأسد#3 صلب#3 وأنتم#3 ستحيون#4 حياة#3 جديدة#3,2,2.1
1885,أما#3 الآن#4 فلنأكل#3 ولنشرب#3,2,2.1
1886,فلنشرب#3 على#3 ذكر#3 الحبيب#3,2,2.1
1887,ولكن#3 إياكم#5 أن#3 تسكروا#4,2,2.1
1888,أهلا#3 وسهلا#3 بكم#3 إن#3 حاسياتي#5 العميقة#3 لا#3 يعبر#3 عنها#3 بلغتنا#3 الحيوانية#3,2,2.1
1889,شرفتم#3 أيها#3 الحمير#3 الكرام#3,2,2.1
1890,آنستم#4 أيها#3 البغال#3 الورعون#4 العظام#3,2,2.1
1891,لو#3 كان#3 لي#3 صوت#3 لطيف#3 لكنت#3 أنشدكم#3 فأطربكم#3,2,2.1
1892,أها#3,2,2.1
1893,نعم#3,2,2.1
1894,نعم#3,2,2.1
1895,إن#3 لكاتبي#3 الجحش#3 صوتا#3 رخيما#5 يا#3 جحش#3 يا#3 جحش#3,2,2.1
1896,آتنا#3 بعودك#3,2,2.1
1897,وأطربنا#3 بنشيدك#3,2,2.1
1898,فجاء#3 الجحش#3 مطيعا#3,2,2.1
1899,وبيده#3 عود#3 مصنوع#3 من#3 الجلد#3,2,2.1
1900,وأوتاره#4 من#3 الشعر#3,2,2.1
1901,فجلس#3 على#3 سدة#5 بالقرب#3 من#3 المائدة#3,2,2.1
1902,وأخذ#3 يلعب#3 بالأوتار#4 إلى#3 أن#3 عدل#4 عوده#3,2,2.1
1903,وصرخ#3 منشدا#3 شرف#3 القوم#3 الكرام#3,2,2.1
1904,إلخ#3,2,2.1
1905,فطرب#4 الحاضرون#3,2,2.1
1906,وهاجت#3 عواطفهم#3,2,2.1
1907,فصرخوا#3 جميعهم#3 متهللين#5 كمان#3 يا#3 جحشنا#3 كمان#3,2,2.1
1908,بالله#3 عليك#3 منعاد#5,2,2.1
1909,يا#3 سلام#3 ما#3 حد#3 سمع#3 بعد#5,2,2.1
1910,بعد#5,2,2.1
1911,وغيره#3 من#3 عبارات#3 الاستحسان#3,2,2.1
1912,وصرخات#3 السكران#3 الولهان#4,2,2.1
1913,ولما#3 سمع#3 المغني#3 هذه#5 التصدية#5 الجميلة#5 لصوته#3 الأجمل#3 أخذ#3 ثانية#3 عوده#3 الهندي#3,2,2.1
1914,وطفق#5 ينقل#3 على#3 أوتاره#4 اللطيفة#3 ريشته#3 الرشيقة#3 الخفيفة#3,2,2.1
1915,وغنى#3 على#3 لحن#3 وضعه#3 أحد#3 الغزلان#3 في#3 أبيات#3 لجمال#4 عربي#3,2,2.1
1916,عجبت#4 لسعي#3 الدهر#4 بيني#3 وبينها#3,2,2.1
1917,فلما#3 انقضى#4 ما#3 بيننا#3 سكن#3 الدهر#4,2,2.1
1918,فيا#3 حبها#3 زدني#3 جوى#5 كل#3 ليلة#3,2,2.1
1919,ويا#3 سلوة#5 الأيام#3 موعدك#3 الحشر#3,2,2.1
1920,وإني#3 لتعروني#5 لذكراك#3 هزة#3,2,2.1
1921,كما#3 انتفض#4 العصفور#3 بلله#3 القطر#3,2,2.1
1922,هجرتك#4 حتى#3 قيل#3 لا#3 يعرف#3 الهوى#4,2,2.1
1923,وزرتك#3 حتى#3 قيل#3 ليس#3 له#3 صبر#3,2,2.1
1924,البغال#3,2,2.1
1925,(#3 بصوت#3 واحد#3 )#3,2,2.1
1927,أما#3 والأسد#3 فهذا#3 من#3 أبدع#5 ما#3 غني#3 وأنشد#3,2,2.1
1928,صاحب#3 الدعوة#3,2,2.1
1930,زدنا#3 بالله#3 عليك#3 يا#3 جحشنا#3 العزيز#3 من#3 غنائك#3 المطرب#3 المهيج#5,2,2.1
1931,فعدل#4 الجحش#3 عوده#3 ثالثة#3 وتمتم#3 بعض#3 الأشعار#3,2,2.1
1932,ثم#3 غنى#3 أبيات#3 جمال#3 آخر#3 في#3 بعض#3 جواري#3 الملوك#5 المناذرة#5,2,2.1
1933,ولقد#3 دخلت#3 على#3 فتاة#3,2,2.1
1934,الخدر#5 في#3 اليوم#3 المطير#3,2,2.1
1935,فدفعتها#3 فتدافعت#3,2,2.1
1936,مشي#3 القطاة#5 إلى#3 الغدير#5,2,2.1
1937,فلثمتها#5 فتنفست#3,2,2.1
1938,كتنفس#3 الظبي#3 البهير#5,2,2.1
1939,أحد#3 الحمير#3,2,2.1
1941,أما#3 والأسد#3 العظيم#3 فهذا#3 لا#3 يحتمل#3,2,2.1
1942,تريد#3 منا#3 آه#3 يا#3 جحش#3 كمان#3 من#3 دفعتها#3 فتدافعت#3 ولثمتها#5 فتنفست#3,2,2.1
1943,كمان#3 كمان#3 وأنت#3 الآمر#4 المطاع#5,2,2.1
1944,أما#3 الجحش#3 فلم#3 يسمع#3 تضرعات#4 الحمار#3,2,2.1
1945,بل#3 أتبع#4 الأبيات#3 لحنا#3 من#3 الثقيل#3 الأول#3 بإطلاق#4 الوتر#4 في#3 مجرى#4 البنصر#4,2,2.1
1946,وغنى#3 بيتين#3 رقيقين#3 لأحد#3 جمالي#4 الدولة#3 الأموية#3,2,2.1
1947,ألا#3 يا#3 ظبية#3 البلد#3,2,2.1
1948,براني#3 طول#3 ذا#3 الكمد#5,2,2.1
1949,فردي#3 يا#3 معذبتي#3,2,2.1
1950,فؤادي#3 أو#3 خذي#3 جسدي#3,2,2.1
1951,أحد#3 البغال#3,2,2.1
1953,هذا#3 يا#3 جحشنا#3 المطرب#3 لمن#3 أبدع#5 الألحان#3 وأعذبها#3,2,2.1
1954,فقد#3 أجدت#3 في#3 غنائك#3,2,2.1
1955,وأحدثت#3 طربا#3 عظيما#3 في#3 نفوس#3 أنسبائك#3,2,2.1
1956,فاسمحوا#3 لي#3 يا#3 أسيادي#3 إذن#3 أن#3 أشرب#3 نخب#4 من#3 إذا#3 هز#3 حلقه#3 هز#3 القلوب#3,2,2.1
1957,أو#3 حرك#3 عنقه#3 أزال#3 الكروب#4,2,2.1
1958,وأطلب#3 إليكم#3 أن#3 تشاركوني#3 بهذا#4 النخب#4 الواجب#3 علينا#3 شربه#4 بعد#3 طلب#3 الإذن#3 من#3 صاحب#3 الدعوة#3,2,2.1
1959,إني#3 أشرب#3 وإياكم#5 سر#3 جحشنا#3 المغني#3 المطرب#3 الذي#3 لو#3 وجد#3 في#3 دار#3 ذاك#3 الآدمي#3 الذي#3 يدعى#3 الرشيد#3 لما#3 سمعنا#3 بإبراهيم#3 العظيم#3 وإسحاق#3 الفريد#3,2,2.1
1960,فلثمتها#5 فتنفست#3,2,2.1
1961,كتنفس#3 الظبي#3 البهير#5,2,2.1
1962,فوقف#3 جميع#3 الحاضرين#3 ورفعوا#3 كئوسهم#5 إلى#3 فوق#3 رءوسهم#3,2,2.1
1963,وشربوا#3 نخب#4 من#3 أطربهم#3 بألحانه#3 العذبة#4 الرقيقة#3,2,2.1
1964,ولكن#3 بين#3 كل#3 هؤلاء#3 الحمير#3 والبغال#3 والجياد#3 الواقفة#3 كان#3 يرى#3 الناظر#3 حيوانا#3 صغيرا#3 جالسا#3 على#3 برميله#3 يتبسم#3 ابتسامة#3 الاستخفاف#3 والتهكم#4,2,2.1
1965,وهو#3 الثعلب#3 الذي#3 دعي#3 إلى#3 الجلسة#3,2,2.1
1966,لأنه#3 صحافي#3 ليذيع#3 أعمال#3 المجمع#5 العظيم#3,2,2.1
1967,ولكنه#3 كبقية#3 الثعالب#3 المتفكرة#5 أبى#3 أن#3 يشارك#3 الجمع#3 بنخب#4 من#3 إذا#3 هز#3 حلقه#3 اهتزت#3 له#3 القلوب#3,2,2.1
1968,وعمله#3 هذا#3 الشاذ#4 أوقع#3 الاستغراب#3 والدهشة#3,2,2.1
1969,لا#3 بل#3 الغيظ#3 في#3 قلوب#3 بقية#3 الحيوانات#3 الذين#3 أخذوا#3 يتساءلون#3 عن#3 هذا#3 العاصي#4,2,2.1
1970,وعن#3 سبب#3 تصرفه#3 السيئ#3,2,2.1
1971,الخارج#3 عن#3 دائرة#3 الأدب#5 والاعتدال#3,2,2.1
1972,والبعض#3 من#3 المتحمسين#3 الحادي#3 الطبع#3 من#3 الحمير#3 لم#3 يستطيعوا#3 إخفاء#3 ما#3 داخلهم#3 من#3 الحنق#5 والغضب#3,2,2.1
1973,فأخذوا#3 يتساءلون#3 بصوت#3 مرتفع#3 من#3 هو#3 هذا#3 الصعلوك#4,2,2.1
1974,من#3 أين#3 أتى#3,2,2.1
1975,ماذا#3 يقصد#3 هذا#3 الثعلب#3 الحقير#3 بتصرفه#3 المعوج#5,2,2.1
1976,أما#3 والأسد#3 فقد#3 شتمنا#3,2,2.1
1977,وشتم#3 المغني#3 أيضا#3,2,2.1
1978,هل#3 هو#3 جلمود#5,2,2.1
1979,ألا#3 يشعر#3 بقوة#3 الجمال#3,2,2.1
1980,ألا#3 يعرف#3 قيمة#3 الصوت#3 الرخيم#5,2,2.1
1981,إلخ#3,2,2.1
1982,أحد#3 البغال#3,2,2.1
1984,اطردوه#3 من#3 الإسطبل#4,2,2.1
1985,أحد#3 الجياد#3,2,2.1
1987,نعم#3 اطردوه#3,2,2.1
1988,(#3 فوقف#3 إذ#3 ذاك#3 الثعلب#3 على#3 برميله#3,2,2.1
1989,ونظر#3 إلى#3 الجمع#3 نظرة#3 المستعطف#4,2,2.1
1990,وأنشدهم#3 قول#3 ذلك#3 الشاعر#3 العظيم#3 الذي#3 أراد#3 من#3 الزمن#3 أن#3 يبلغه#3 ما#3 ليس#3 يبلغه#3 في#3 نفسه#3 الزمن#3,2,2.1
1991,قال#3 )#3,2,2.1
1992,يا#3 ساقيي#4 أخمر#5 في#3 كئوسكما#5,2,2.1
1993,أم#3 في#3 كئوسكما#5 هم#4 وتسهيد#5,2,2.1
1994,أصخرة#3 أنا#3 ما#3 لي#3 لا#3 يحركني#3,2,2.1
1995,هذا#3 المدام#5 ولا#3 هذي#3 الأغاريد#5,2,2.1
1996,أحد#3 البغال#3,2,2.1
1998,أنت#3 بالحق#3 صخرة#3,2,2.1
1999,اصمت#3,2,2.1
2000,اصمت#3 إذن#3,2,2.1
2001,أحد#3 الحمير#3,2,2.1
2003,اطردوه#3 اطردوه#3 لا#3 تدعوه#5 يتكلم#3,2,2.1
2004,الثعلب#3,2,2.1
2006,يا#3 أسيادي#3 الأفاضل#4,2,2.1
2007,لو#3 أذنتم#3 لي#3 بكلمتين#3 لجاوبتكم#3 على#3 سؤالاتكم#5,2,2.1
2008,وبينت#3 لكم#3 أسباب#3 تصرفي#3 الذي#3 لم#3 يصادف#3 استحسانكم#3,2,2.1
2009,الجميع#3,2,2.1
2011,اصمت#3,2,2.1
2012,اسكت#3,2,2.1
2013,انزل#3 عن#3 برميلك#3,2,2.1
2014,الثعلب#3,2,2.1
2016,ألا#3 يحق#4 لي#3 أن#3 أتكلم#3 كبقية#3 الحاضرين#3 وأنا#3 مدعو#3 لهذه#3 الجلسة#3,2,2.1
2017,هل#3 يرضى#3 صاحب#3 الدعوة#3 الفاضل#4 عن#3 إسكاتي#4 وطردي#3,2,2.1
2018,هل#3 يرضى#3 عن#3 إهانة#3 ضيوفه#3 في#3 إسطبله#4,2,2.1
2019,هل#3 من#3 قوانين#3 الاجتماعات#3 وقواعد#3 الأدب#5 أن#3 تقذفوا#4 نحوي#4 كل#3 كلمة#3 باطلة#4 قبل#3 أن#3 تعرفوا#3 غايتي#4 وقصدي#3 (#3 هس#3 هس#3 هس#3 اصمت#3 فليسقط#3 الثعلب#3 اللعين#3 )#3 أعيروني#3 أذنا#3 مصغية#4,2,2.1
2020,ولا#3 تقلدوا#3 الحيات#3 بأصواتكم#3 رشقتموني#4 بسؤالات#5 مهينة#4 وقبلتها#3 بقلب#3 متواضع#3 (#3 هس#3 هس#3 )#3 وأجاوبكم#3 عليها#3 دون#4 أن#3 أمس#4 كرامتكم#3 من#3 أنا#3,2,2.1
2021,(#3 هس#3 هس#3 )#3,2,2.1
2022,من#3 أين#3 أتيت#3,2,2.1
2023,(#3 هس#3 هس#3 )#3,2,2.1
2024,ماذا#3 أقصد#3 بتصرفي#3,2,2.1
2025,اسمعوا#3 وبعد#3 ذلك#3 اصفروا#3 وهسهسوا#3,2,2.1
2026,أنا#3 يا#3 أسيادي#3 صحافي#3 (#3 هس#3 هس#3 بش#3 بش#3 )#3 أجاهد#3 وإياكم#5 في#3 سبيل#3 الحق#3 والحرية#3,2,2.1
2027,أنا#3 حيوان#3 جئت#3 من#3 بين#3 الحيوانات#3 الضعيفة#3 التي#3 تنظر#3 إليكم#3 شزرا#4,2,2.1
2028,وتكتم#3 لكم#3 الشر#3 والعدوان#4,2,2.1
2029,رسالتي#3 في#3 هذا#3 العالم#3 هي#3 أن#3 أوفق#3 بينهم#3 وبينكم#3,2,2.1
2030,وغايتي#4 القصوى#3 أن#3 أهذب#3 الجهلاء#3 في#3 مملكتنا#3 كي#3 يقدروا#4 تعاليمكم#3 حق#3 قدرها#3,2,2.1
2031,وأن#3 أنبهكم#3 إلى#3 هذه#3 القوة#3 العظيمة#3 الكامنة#5 الآن#4 في#3 بطن#3 الجهل#3,2,2.1
2032,فالاستبداد#3 من#3 جهة#3 والجهل#3 من#3 جهة#3 أخرى#3 يولدان#3 اضطرابا#4 مستمرا#4,2,2.1
2033,وقتالا#3 متواصلا#3,2,2.1
2034,أنا#3 يا#3 أسيادي#3 ممثل#3 التعاسة#3 والاضطهاد#3,2,2.1
2035,جئت#3 لأشارككم#3 في#3 هذا#3 المؤتمر#4,2,2.1
2036,لعله#3 يكون#3 فيه#3 فائدة#3 لعالمنا#3,2,2.1
2037,ولعله#3 يرفع#3 عن#3 نفوسنا#3 المضغوطة#3 أثقال#3 الظلم#3 والجهل#3,2,2.1
2038,ويتم#3 فيه#3 قتل#3 التعصب#3 الذي#3 ينفث#3 بيننا#3 سم#3 الشقاق#4 والخصام#3,2,2.1
2039,ولتكسر#4 القيود#4 التي#4 تكبلت#3 بها#4 أقلامنا#3,2,2.1
2040,قد#3 جئت#3 لأشارك#3 في#3 البحث#3 عن#3 أمر#3 جليل#3,2,2.1
2041,ولم#3 أجئ#3 لأسمع#3 الغناء#3,2,2.1
2042,وأشرب#3 أسرار#3 المغنين#3,2,2.1
2043,غير#3 مجد#4 في#3 مذهبي#5 واعتقادي#3,2,2.1
2044,نوح#5 باك#3 ولا#3 ترنم#5 شاد#5,2,2.1
2045,,2,2.1
2046,وخصوصا#3 في#3 مثل#3 هذا#3 الوقت#3,2,2.2
2047,ففي#3 ساعات#3 الفراغ#3 أسر#3 بصوت#3 رخيم#5 وعود#3 جميل#3,2,2.2
2048,ولست#3 كما#3 تظنون#3 جلمودا#5 غير#3 أني#3 أعجب#4 كيف#3 أن#3 أمرا#3 طفيفا#4 يحولكم#3 عن#3 مقصدكم#4,2,2.2
2049,ويصير#3 مؤتمركم#4 هذا#3 قهوة#3 مصرية#3 كيف#3 أن#3 صوت#3 جحش#3 ينسيكم#3 نفوسكم#3,2,2.2
2050,ويسلبكم#4 عقولكم#3 (#3 قف#3 قف#3 هس#3 هس#3 )#3,2,2.2
2051,لا#3 تظنوا#3 أني#3 أنكر#3 على#3 الجحش#3 فضله#3,2,2.2
2052,لا#3 والحق#3 فإني#3 أطرب#4 بغنائه#3 في#3 غير#3 هذا#3 المقام#4,2,2.2
2053,وأشرب#3 نخبه#4 في#3 غير#3 هذا#3 الموقف#3 فضلا#3 عن#3 أن#3 الأشعار#3 التي#3 أنشدها#3 فيها#3 من#3 التغزل#3 وبذيء#4 الكلام#3 ما#3 لا#3 يليق#3 بحضراتكم#3 استماعه#3,2,2.2
2054,ماذا#3 يقول#3 عنكم#3 جمهور#3 الحيوانات#3 التي#3 ترشدونها#3 وتنهونها#3 عما#3 أنتم#3 فاعلون#4 الآن#4,2,2.2
2055,ماذا#3 تركتم#3 لأولئك#3 الحيوانات#3 الذين#3 يصلون#3 ليلهم#3 بنهارهم#3,2,2.2
2056,منغمسين#5 في#3 التهتك#5,2,2.2
2057,ومسترسلين#5 في#3 اللذات#3,2,2.2
2058,وكيف#3 نوفق#3 بين#3 تقواكم#3 المعهودة#4,2,2.2
2059,وتقشفكم#4 الغير#3 المحدود#4,2,2.2
2060,وبين#3 أعمالكم#3 هذه#3,2,2.2
2061,كيف#3 تسرون#3 وتفرحون#3 بغناء#3 فيه#3 هذه#3 العبارات#3 القبيحة#3,2,2.2
2062,والتلميحات#3 السفيهة#4 ولقد#3 دخلت#3 على#3 الفتاة#3,2,2.2
2063,فدفعتها#3 فتدافعت#3 فلثمتها#5 فتنفست#3,2,2.2
2064,يا#3 أسيادي#3 الأفاضل#4,2,2.2
2065,عودوا#3 إلى#3 حكمتكم#3 التي#3 تركتموها#3 في#3 هذه#3 الدقيقة#3,2,2.2
2066,تأملوا#3 في#3 ما#3 أنتم#3 فاعلون#4,2,2.2
2067,اذكروا#3 أننا#3 اجتمعنا#3 لنتخابر#4 بأمور#3 خطيرة#3,2,2.2
2068,فيها#3 صيانة#4 حياتنا#3,2,2.2
2069,وحفظ#3 مقامنا#4 كما#3 ذكر#3 في#3 رقعة#4 الدعوة#3,2,2.2
2070,لا#3 تظنوا#3 أنني#3 أخالف#3 لكي#3 أعرف#3,2,2.2
2071,كلا#3 أنا#3 أخالف#3 الآن#4 لأني#3 لم#3 أنس#3 الغاية#4 التي#4 من#5 أجلها#5 اجتمعنا#3,2,2.2
2072,فاعذروني#4 إن#3 كنت#3 شديد#3 اللهجة#4,2,2.2
2073,إنما#4 ذلك#3 نتيجة#3 غيرتي#3 الحاضرة#3 على#3 أبناء#3 جنسي#3,2,2.2
2074,ولا#3 أقول#3 ذلك#3 لأتهمكم#3 ضمنا#3 بالفتور#4 وعدم#4 الاكتراث#3,2,2.2
2075,ولكن#3 لما#3 رأيتكم#3 غارقين#3 في#3 بحور#3 اللذات#3,2,2.2
2076,ساهين#3 لاهين#5 خفت#3 على#3 مشروعكم#3 من#3 الانقلاب#4 والفساد#3,2,2.2
2077,فجئت#3 منبها#3 يا#3 أسيادي#3 لا#3 منذرا#4 ومذكرا#3 لا#3 متهددا#5,2,2.2
2078,وكان#3 لكلام#3 الثعلب#3 في#3 النهاية#3 وقع#4 حسن#3 في#3 صدور#3 البغال#3 والجياد#3,2,2.2
2079,فندموا#3 كلهم#3 على#3 ما#3 فعلوا#3,2,2.2
2080,وانقلبوا#3 ببرهة#3 من#3 أعداء#3 إلى#3 أصدقاء#3 للثعلب#3 الذي#3 كان#3 كلامه#3 قاضيا#4 على#3 السكر#4,2,2.2
2081,وهوسة#4 الغناء#3,2,2.2
2082,فرماهم#3 في#3 لجج#5 الهواجس#4 والتفكر#3,2,2.2
2083,حتى#3 إن#3 أكثرهم#3 أفاقوا#3 من#3 غفلتهم#3,2,2.2
2084,وأخذوا#3 يبدون#4 علائم#5 الاستحسان#3,2,2.2
2085,فالثعلب#3 الذي#3 ابتدأ#3 يتكلم#3 بين#3 هسهسة#3 المستهزئين#3 فاز#3 فوزا#3 مبينا#4,2,2.2
2086,وختم#3 خطابه#3 بين#3 لبيط#5 الاستحسان#3,2,2.2
2087,أحد#3 الحمير#3,2,2.2
2089,أما#3 والحق#3 إن#3 في#3 كلامه#3 زبدة#3,2,2.2
2090,أحد#3 البغال#3,2,2.2
2092,إنه#3 لعين#3 الحق#3,2,2.2
2093,فقد#3 جئنا#3 لنعقد#3 مجلس#4 إصلاح#3,2,2.2
2094,وليس#3 مجلس#4 غناء#3,2,2.2
2095,أحد#3 الجياد#3,2,2.2
2097,فليعش#3 الثعلب#3 إنه#3 العاقل#3 الوحيد#3 فينا#3,2,2.2
2098,يجب#3 أن#3 يترأس#4 الجلسة#3,2,2.2
2099,واجتمع#3 حوله#3 إذ#3 ذاك#3 عدد#3 غفير#5 من#3 الحاضرين#3,2,2.2
2100,وأخذوا#3 يهنئونه#3 على#3 جرأته#3,2,2.2
2101,ويثنون#4 على#4 أدبه#5,2,2.2
2102,ويستغفرون#3 منه#3 لإهانتهم#3 إياه#5 قبل#3 أن#3 عرفوا#3 عنه#3 شيئا#3,2,2.2
2103,(#3 وبينما#3 هم#3 يهنئون#3 الثعلب#3 وقف#3 أحد#3 الحمير#3 الشقر#3 السكارى#3 فهز#3 أذنيه#3 المنتصبتين#4,2,2.2
2104,ولبط#5 لبيطا#5 قويا#3 حتى#3 استلفت#4 إليه#3 أنظار#3 الحاضرين#3,2,2.2
2105,ثم#3 رفع#3 كاس#3 الجعة#4 فوق#3 رأسه#3,2,2.2
2106,وقال#3 )#3,2,2.2
2107,وفي#3 سكرة#4 منها#3 ولو#3 عمر#5 ساعة#3 (#3 هك#3 )#3,2,2.2
2108,ترى#3 الدهر#4 عبدا#4 (#3 هك#3 )#3 خاضعا#4 ولك#3 الحكم#3,2,2.2
2109,فلا#3 عيش#3 في#3 الدنيا#3 لمن#3 عاش#3 صاحيا#3 (#3 هك#3 )#3,2,2.2
2110,ومن#3 لم#3 يمت#3 سكرا#4 بها#3 فاته#4 الحزم#4 (#3 هك#3 )#3,2,2.2
2111,ما#3 بعرف#3 يا#3 إخواني#3 منين#3 جوني#3 هالبيتين#3 (#3 هك#3 )#3,2,2.2
2112,ولكن#3 منين#3 ما#3 كانوا#3 مليح#5 قد#3 عبروا#3 عن#3 فكري#3 (#3 هك#3 )#3,2,2.2
2113,إيش#3 بيهمني#4 أنا#3 إن#3 صار#3 إصلاح#3 (#3 هك#3 )#3,2,2.2
2114,وإن#3 ما#3 صار#3,2,2.2
2115,وإن#3 تم#3 اتحاد#3,2,2.2
2116,وإن#3 ما#3 تم#3 بدي#4 أسمع#3 غنا#3 الجحش#3,2,2.2
2117,وأنبسط#3 (#3 هك#3 )#3,2,2.2
2118,بدي#4 آكل#3 وأشرب#3 وأفرح#3 بركي#3 بكره#3 موت#3,2,2.2
2119,(#3 هك#3 )#3 فارتفعت#3 عند#3 هذا#3 الكلام#3 الضوضاء#3 والهسهسة#3,2,2.2
2120,وجاء#3 من#3 أربع#3 زوايا#3 الإسطبل#4 صوت#3 واحد#3 يطلب#3 إسقاط#3 هذا#3 الحمار#3 السكران#3 اسكت#3 واخرج#3 من#3 الإسطبل#4,2,2.2
2121,الحمار#3,2,2.2
2123,إوعا#3 تصدقوا#3 إني#3 (#3 هك#3 )#3 بسكت#3 إلا#3 ما#3 يفتح#3 تمه#5 الجحش#3 (#3 هك#3 )#3,2,2.2
2124,وإوعا#3 تصدقوا#3 إني#3 بخرج#3 من#3 الإسطبل#4 إلا#3 أنا#3 وإياه#5 (#3 هك#3 )#3 أنتو#3 كلكم#3 مجانين#3,2,2.2
2125,والثعلب#3 (#3 هك#3 )#3 اللي#3 حكي#3 بالأخير#3 أكل#3 دجاج#3 كثير#3 (#3 هك#3 )#3,2,2.2
2126,أنا#3 حيوان#3 كلكم#3 تعرفونني#3,2,2.2
2127,حيوان#3 عندي#3 هلق#3,2,2.2
2128,صوت#3 طيب#3,2,2.2
2129,وعود#3 وكبايه#3,2,2.2
2130,وما#3 ناقصني#5 غير#3 (#3 هك#3 )#3,2,2.2
2131,ها#5 ها#5 ها#5,2,2.2
2132,فلثمتها#5 فتنفست#3 موش#3 هيك#3 دخلك#3,2,2.2
2133,الجميع#3,2,2.2
2134,(#3 بصوت#3 حي#3 )#3,2,2.2
2136,أخرجوه#3 من#3 الإسطبل#4,2,2.2
2137,أخرجوه#3 حالا#3,2,2.2
2138,سفيه#4 متهتك#5 سكران#3 أسقطوه#3 عن#3 البرميل#3,2,2.2
